"file","bug","loc","bf","hcm"
"org::eclipse::pde::internal::ui::editor::feature::InstallSection ",0,109,2,8.67717
"org::eclipse::pde::internal::ui::launcher::PDESourceLookupDirector ",1,151,2,11.1107
"org::eclipse::pde::internal::core::variables::TargetHomeDynamicVariableResolver ",0,3,2,4.88727
"org::eclipse::pde::internal::core::plugin::ExternalPluginModel ",0,8,3,9.16954
"org::eclipse::pde::ui::templates::AbstractNewPluginTemplateWizard ",0,63,5,9.1054
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAddGroupAction ",0,20,2,3.1496
"org::eclipse::pde::internal::ui::templates::rcp::HelloNonUIRCPNewWizard ",0,7,2,1.56044
"org::eclipse::pde::internal::core::builders::DependencyLoop ",0,15,1,4.50833
"org::eclipse::pde::internal::core::builders::JarManifestHeader ",0,44,2,4.61185
"org::eclipse::pde::internal::ui::util::PluginContainmentAdapter ",0,10,0,1.76682
"org::eclipse::pde::internal::ui::editor::plugin::NewRuntimeLibraryDialog ",0,55,2,11.2502
"org::eclipse::pde::internal::ui::parts::ComboViewerPart ",1,57,1,0
"org::eclipse::pde::internal::ui::editor::target::ImplicitDependenciesSection ",0,197,5,11.5044
"org::eclipse::pde::internal::ui::editor::build::BuildUndoManager ",0,87,0,6.41569
"org::eclipse::pde::internal::ui::editor::PDESection ",0,50,5,17.1031
"org::eclipse::pde::internal::ui::wizards::ctxhelp::NewCtxHelpWizard ",0,27,1,0
"org::eclipse::pde::internal::core::WorkspaceFeatureModelManager ",0,45,0,6.90917
"org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewer ",0,27,2,7.34429
"org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCompCSWizardPage ",0,9,1,2.97312
"org::eclipse::pde::internal::core::PDEStateHelper ",0,10,5,18.2209
"org::eclipse::pde::internal::ui::editor::schema::NewRestrictionDialog ",0,22,2,7.90771
"org::eclipse::pde::internal::ui::editor::actions::OpenSchemaAction ",0,124,7,9.64953
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSModelFactory ",0,24,1,1.77712
"org::eclipse::pde::internal::ui::editor::toc::TocEditorContributor ",0,6,1,3.97134
"org::eclipse::pde::internal::ui::tests::macro::AbstractStructuredCommand ",0,155,0,7.10003
"org::eclipse::pde::internal::ui::editor::feature::PluginReference ",0,40,0,6.41569
"org::eclipse::pde::internal::ui::wizards::target::NewTargetDefinitionWizard ",1,40,1,4.5126
"org::eclipse::pde::internal::ui::launcher::ApplicationSelectionDialog ",0,52,1,14.8324
"org::eclipse::pde::internal::ui::editor::text::SchemaHyperlink ",0,8,1,0
"org::eclipse::pde::ui::templates::ChoiceOption ",0,88,1,6.41569
"org::eclipse::pde::internal::ui::wizards::BaseWizardSelectionPage ",0,26,1,6.41569
"org::eclipse::pde::internal::ui::templates::rcp::MailTemplate ",0,240,6,7.41817
"org::eclipse::pde::internal::core::schema::SchemaObject ",0,46,3,11.5039
"org::eclipse::pde::internal::ui::editor::toc::actions::TocAddLinkAction ",0,14,0,4.33338
"org::eclipse::pde::internal::ui::samples::ShowSampleAction ",0,110,2,10.1089
"org::eclipse::pde::internal::ui::elements::DefaultElement ",0,12,1,5.98276
"org::eclipse::pde::internal::ui::wizards::cheatsheet::NewSimpleCSFileWizard ",0,7,1,1.76682
"org::eclipse::pde::internal::core::bundle::WorkspaceBundlePluginModel ",0,11,0,1.77712
"org::eclipse::pde::internal::core::bundle::Bundle ",0,44,0,0
"org::eclipse::pde::internal::ui::wizards::toc::TocHTMLWizard ",0,37,1,1.76682
"org::eclipse::pde::internal::ui::wizards::product::ProductIntroWizard ",1,50,0,2.98549
"org::eclipse::pde::internal::core::UpdateManagerHelper ",0,63,1,3.32521
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionsSection ",1,1087,46,31.9437
"org::eclipse::pde::internal::core::schema::SchemaElementReference ",0,189,3,10.3534
"org::eclipse::pde::internal::ui::search::dependencies::DependencyCalculator ",0,84,1,1.76682
"org::eclipse::pde::internal::core::natures::BaseProject ",0,72,1,3.19695
"org::eclipse::pde::internal::ui::editor::feature::OpenReferenceAction ",0,35,3,8.16318
"org::eclipse::pde::internal::ui::tests::macro::IndexPage ",0,66,0,1.77712
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSFormOutlinePage ",0,41,8,7.19932
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSIntro ",0,10,1,0
"org::eclipse::pde::internal::ui::wizards::ctxhelp::NewCtxHelpWizardPage ",0,15,1,0
"org::eclipse::pde::internal::core::BundleManifestSourceLocationManager ",1,127,2,3.03875
"org::eclipse::pde::internal::ui::tests::macro::StopAction ",0,33,0,4.68802
"org::eclipse::pde::ui::templates::OptionTemplateWizardPage ",0,32,2,7.22187
"org::eclipse::pde::internal::ui::wizards::tools::UpdateClasspathAction ",0,62,4,13.9237
"org::eclipse::pde::internal::ui::editor::ModelUndoManager ",0,139,1,8.78554
"org::eclipse::pde::internal::core::text::plugin::FragmentNode ",0,58,1,5.84321
"org::eclipse::pde::internal::ui::preferences::PreferenceInitializer ",0,7,1,14.2096
"org::eclipse::pde::internal::ui::views::dependencies::OpenDependenciesAction ",0,30,4,6.38161
"org::eclipse::ui::internal::views::log::AbstractEntry ",0,33,2,3.03875
"org::eclipse::pde::internal::core::text::bundle::BundleActivationPolicyHeader ",0,14,1,0
"org::eclipse::pde::internal::ui::editor::build::BinSection ",0,98,4,7.72196
"org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposalProvider ",0,101,1,1.76682
"org::eclipse::pde::internal::ui::editor::text::XMLConfiguration ",0,109,6,16.617
"org::eclipse::pde::internal::ui::wizards::product::ProductIntroOperation ",1,238,2,12.8864
"org::eclipse::ui::internal::views::log::LogViewContentProvider ",0,25,2,4.25341
"org::eclipse::pde::internal::core::builders::PluginRebuilder ",0,65,1,4.83647
"org::eclipse::pde::internal::ui::wizards::extension::ExtensionEditorWizard ",0,27,0,7.72196
"org::eclipse::pde::internal::ui::views::dependencies::DependenciesLabelProvider ",0,106,6,6.1094
"org::eclipse::pde::internal::ui::launcher::ConfigurationAreaBlock ",0,85,5,11.171
"org::eclipse::pde::internal::ui::editor::schema::SchemaIncludesSection ",1,176,5,13.7684
"org::eclipse::pde::internal::ui::wizards::toc::TocHTMLOperation ",0,89,1,3.15241
"org::eclipse::pde::internal::core::XMLDefaultHandler ",0,76,4,13.3755
"org::eclipse::pde::internal::core::feature::VersionableObject ",0,23,1,7.23217
"org::eclipse::pde::internal::core::target::TargetModel ",1,53,2,3.54759
"org::eclipse::pde::internal::core::builders::ManifestErrorReporter ",0,122,5,7.18485
"org::eclipse::pde::internal::ui::editor::actions::FormatOperation ",0,46,2,3.27147
"org::eclipse::pde::internal::ui::editor::product::LauncherSection ",0,374,9,22.6033
"org::eclipse::pde::internal::ui::nls::StringHelper ",0,156,4,10.7456
"org::eclipse::pde::internal::core::builders::BundleErrorReporter ",0,945,50,30.4541
"org::eclipse::pde::internal::core::DependencyManager ",1,79,3,5.4784
"org::eclipse::pde::internal::ui::templates::rcp::MailNewWizard ",0,7,2,1.56044
"org::eclipse::pde::internal::ui::wizards::WizardListSelectionPage ",0,109,3,8.91487
"org::eclipse::pde::internal::ui::editor::TableSection ",0,23,3,11.3595
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSFileValidator ",0,31,4,7.38057
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSCommandDetails ",0,396,18,16.1068
"org::eclipse::pde::internal::ui::commands::QueryControl ",0,28,0,4.57426
"org::eclipse::pde::internal::ui::commands::QueryByTag ",0,39,0,4.57426
"org::eclipse::pde::internal::ui::editor::product::ProductInputContextManager ",0,7,0,3.44787
"org::eclipse::pde::internal::core::util::VersionUtil ",0,97,4,5.81133
"org::eclipse::pde::internal::ui::wizards::cheatsheet::CompCSCreationOperation ",0,65,4,6.05686
"org::eclipse::pde::internal::ui::editor::schema::SchemaIdentifierAttributeDetails ",0,165,2,2.23703
"org::eclipse::pde::internal::ui::correction::AddNewExtensionResolution ",0,25,1,0
"org::eclipse::pde::internal::ui::launcher::EquinoxInitializer ",1,92,4,7.65733
"org::eclipse::pde::internal::ui::commands::QueryByObjectSelection ",0,70,0,4.57426
"org::eclipse::pde::internal::ui::commands::CommandList ",0,118,6,11.0533
"org::eclipse::pde::internal::core::builders::CompilerFlags ",0,21,12,10.9776
"org::eclipse::pde::internal::ui::correction::AddActivationHeaderResolution ",0,33,1,0
"org::eclipse::pde::internal::ui::wizards::RequiredPluginsContainerPage ",0,80,7,18.2028
"org::eclipse::pde::internal::ui::search::AbstractSearchResultPage ",0,20,2,7.83059
"org::eclipse::pde::internal::ui::editor::PDEOutlinePage ",0,22,3,6.81975
"org::eclipse::pde::internal::ui::refactoring::RenameExtensionPointWizard ",0,20,1,3.05459
"org::eclipse::pde::internal::core::plugin::ExternalPluginModelBase ",0,57,2,13.1037
"org::eclipse::pde::internal::ui::util::PDEModelUtility ",1,351,8,14.328
"org::eclipse::pde::internal::ui::wizards::product::ProductFileWizardPage ",0,134,2,6.2318
"org::eclipse::pde::internal::core::feature::AbstractFeatureModel ",0,71,6,13.06
"org::eclipse::pde::internal::ui::search::dependencies::JavaEditorOpener ",0,31,0,7.26892
"org::eclipse::pde::internal::core::schema::SchemaEnumeration ",0,19,0,4.64887
"org::eclipse::pde::internal::ui::editor::plugin::AbstractPluginElementDetails ",0,6,1,1.76682
"org::eclipse::pde::internal::ui::wizards::extension::NewExtensionRegistryReader ",0,169,1,11.9805
"org::eclipse::pde::internal::ui::editor::text::XMLUtil ",0,116,6,10.5179
"org::eclipse::pde::internal::ui::wizards::feature::AbstractFeatureSpecPage ",0,113,4,6.39937
"org::eclipse::pde::internal::core::product::LauncherInfo ",0,138,2,14.2302
"org::eclipse::pde::internal::ui::editor::feature::PortabilityChoicesDialog ",0,79,1,9.67792
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDocumentFactory ",0,51,1,0
"org::eclipse::pde::internal::ui::editor::plugin::PluginLauncherFormPageHelper ",0,11,1,1.76682
"org::eclipse::pde::internal::ui::editor::feature::FeatureUndoManager ",0,105,0,4.22329
"org::eclipse::pde::internal::core::target::TargetFeature ",0,27,1,5.84418
"org::eclipse::pde::internal::core::builders::ValidatingSAXParser ",0,23,2,4.40324
"org::eclipse::pde::internal::ui::launcher::PDESourceLookupQuery ",1,111,5,11.2693
"org::eclipse::pde::internal::ui::editor::product::ProductExportAction ",0,11,1,11.8601
"org::eclipse::pde::internal::core::PreferenceInitializer ",1,46,7,9.92215
"org::eclipse::pde::internal::ui::templates::ide::HelpTemplate ",0,134,2,1.56044
"org::eclipse::pde::internal::ui::preferences::TargetImplicitPluginsTab ",1,196,4,12.6447
"org::eclipse::pde::internal::ui::editor::product::SplashLocationSection ",0,101,1,3.36633
"org::eclipse::pde::internal::ui::editor::schema::SchemaJavaAttributeDetails ",1,149,1,1.76682
"org::eclipse::pde::internal::ui::wizards::imports::PluginImportFinishDialog ",0,43,4,1.39536
"org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationUpdateRefPage ",0,76,2,3.20427
"org::eclipse::pde::internal::ui::editor::site::SynchronizePropertiesAction ",0,10,2,8.69863
"org::eclipse::pde::internal::core::search::PluginSearchInput ",0,30,1,5.99307
"org::eclipse::pde::internal::runtime::registry::RegistryBrowserListener ",0,292,6,5.8145
"org::eclipse::pde::ui::templates::BaseOptionTemplateSection ",0,85,5,12.5353
"org::eclipse::pde::internal::ui::launcher::LaunchConfigurationHelper ",2,307,24,27.0841
"org::eclipse::pde::internal::ui::wizards::plugin::NewProjectCreationPage ",2,202,19,27.2665
"org::eclipse::pde::internal::ui::PDELabelProvider ",2,316,30,42.0495
"org::eclipse::pde::internal::ui::editor::site::SiteFeatureAdapter ",0,30,0,6.41569
"org::eclipse::pde::internal::ui::wizards::provisioner::FileSystemProvisionerWizard ",0,17,1,6.90708
"org::eclipse::pde::internal::runtime::spy::sections::ActiveWizardSection ",0,38,2,5.82803
"org::eclipse::pde::internal::ui::editor::schema::ElementSectionDropAdapter ",0,37,0,7.83167
"org::eclipse::pde::internal::ui::wizards::feature::PatchSpecPage ",1,162,11,13.1737
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSFormOutlinePage ",0,39,2,4.40164
"org::eclipse::pde::internal::core::util::PDEHTMLHelper ",0,67,1,1.77712
"org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentSearchResult ",0,55,0,7.81509
"org::eclipse::pde::internal::ui::wizards::extension::ExtensionTreeSelectionPage ",0,30,1,7.62199
"org::eclipse::pde::internal::core::site::SiteModelFactory ",0,39,0,7.27922
"org::eclipse::pde::internal::ui::search::PluginSearchOperation ",0,84,0,7.26892
"org::eclipse::pde::ui::launcher::PluginsTab ",2,84,8,14.5368
"org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesPortabilitySection ",0,276,1,8.67717
"org::eclipse::pde::internal::core::converter::PDEPluginConverter ",0,33,3,10.1597
"org::eclipse::pde::internal::ui::wizards::provisioner::AddTargetPluginsWizard ",0,85,4,9.50905
"org::eclipse::pde::internal::ui::refactoring::ManifestTypeRenameParticipant ",0,37,0,4.40148
"org::eclipse::pde::internal::core::bundle::BundleModel ",0,71,0,0
"org::eclipse::pde::internal::ui::editor::product::JRESection ",0,250,8,7.48098
"org::eclipse::pde::internal::ui::correction::AddNewExtensionPointResolution ",0,25,1,0
"org::eclipse::pde::internal::core::ExternalJavaSearchClasspathContainer ",0,20,2,12.6847
"org::eclipse::pde::internal::ui::templates::ide::HelloWorldNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::core::product::ProductModel ",0,53,2,8.27328
"org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractDetails ",0,50,7,9.75182
"org::eclipse::pde::internal::ui::editor::plugin::BundleSourcePage ",1,349,18,23.032
"org::eclipse::pde::internal::core::bundle::BundleFragmentModel ",0,11,0,6.42599
"org::eclipse::pde::internal::ui::wizards::imports::JarImportOperation ",0,370,2,5.42567
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSWorkspaceModel ",0,84,4,6.02605
"org::eclipse::pde::internal::core::variables::TargetWSVariableResolver ",0,3,1,1.77712
"org::eclipse::pde::internal::ui::templates::ide::PerspectiveTemplate ",0,85,3,4.44773
"org::eclipse::pde::internal::ui::editor::plugin::rows::ResourceAttributeRow ",0,96,5,12.7504
"org::eclipse::pde::internal::runtime::spy::sections::ActiveSelectionSection ",0,37,1,5.82803
"org::eclipse::pde::internal::ui::editor::text::ManifestPartitionScanner ",0,10,2,7.20153
"org::eclipse::pde::internal::ui::correction::AddExportPackageMarkerResolution ",0,31,2,4.87697
"org::eclipse::pde::internal::ui::wizards::extension::PointSelectionPage ",0,402,36,34.4797
"org::eclipse::pde::internal::core::text::DocumentHandler ",0,250,9,19.2704
"org::eclipse::pde::internal::core::builders::FeatureConsistencyChecker ",1,40,3,10.0211
"org::eclipse::pde::internal::ui::editor::EmptyOutlinePage ",0,29,0,8.04434
"org::eclipse::pde::internal::ui::editor::product::LaunchingPage ",0,23,3,9.1192
"org::eclipse::pde::internal::runtime::spy::sections::ActiveShellSection ",0,27,1,5.82803
"org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginProjectWizard ",0,83,3,10.1306
"org::eclipse::pde::internal::core::site::IdentifiableObject ",0,26,0,7.6651
"org::eclipse::pde::internal::ui::build::BuildPluginAction ",1,23,4,15.172
"org::eclipse::pde::internal::ui::editor::build::BuildEditor ",1,116,5,14.7404
"org::eclipse::pde::ui::templates::TemplateField ",0,18,0,6.41569
"org::eclipse::pde::internal::core::builders::FeatureErrorReporter ",2,355,3,9.04795
"org::eclipse::pde::internal::core::plugin::PluginLibrary ",0,152,6,16.7735
"org::eclipse::pde::internal::ui::editor::target::TargetEditor ",0,140,8,12.7638
"org::eclipse::pde::internal::core::bundle::BundlePluginModelBase ",0,185,5,20.1092
"org::eclipse::pde::internal::ui::editor::text::HTMLPrinter ",1,142,4,5.15869
"org::eclipse::pde::internal::ui::editor::site::SynchronizePropertiesWizard ",0,16,2,8.69863
"org::eclipse::pde::internal::ui::wizards::exports::ExportOptionsTab ",2,171,4,11.3129
"org::eclipse::pde::internal::runtime::registry::ConfigurationAttributeAdapter ",0,6,2,1.27443
"org::eclipse::pde::internal::ui::preferences::TargetPluginsTab ",1,801,24,28.6537
"org::eclipse::pde::internal::ui::editor::SystemFileEditorInput ",0,38,0,6.41569
"org::eclipse::pde::internal::core::schema::SchemaComplexType ",0,83,0,8.47667
"org::eclipse::pde::internal::ui::correction::AbstractPDEMarkerResolution ",0,21,7,7.53288
"org::eclipse::pde::internal::core::ant::FeatureExportTask ",0,29,2,5.88474
"org::eclipse::pde::internal::ui::editor::text::XMLScanner ",0,27,3,8.81525
"org::eclipse::pde::internal::ui::correction::RemoveUnknownExecEnvironments ",0,25,2,2.8819
"org::eclipse::pde::internal::ui::editor::site::PortabilitySection ",0,272,1,8.67717
"org::eclipse::pde::internal::ui::editor::build::BuildHyperlinkDetector ",0,78,2,3.69105
"org::eclipse::pde::internal::core::plugin::PluginImport ",0,187,9,17.3119
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSEditorContributor ",0,3,3,3.04262
"org::eclipse::pde::internal::ui::tests::macro::DefaultIndexHandler ",0,15,0,1.77712
"org::eclipse::pde::internal::ui::compare::PluginContentMergeViewerCreator ",0,3,1,0
"org::eclipse::pde::internal::ui::wizards::plugin::PluginClassCodeGenerator ",2,161,8,19.0688
"org::eclipse::pde::internal::ui::util::FileExtensionFilter ",0,23,1,8.1934
"org::eclipse::pde::internal::ui::editor::plugin::LibrarySection ",0,677,18,26.5914
"org::eclipse::pde::internal::ui::editor::KeyValueSourcePage ",0,41,6,17.2695
"org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileWizard ",0,33,0,7.72196
"org::eclipse::pde::internal::core::text::AbstractEditingModel ",0,153,5,12.8023
"org::eclipse::pde::internal::ui::editor::plugin::rows::IdAttributeRow ",1,36,4,2.9034
"org::eclipse::pde::internal::ui::properties::PluginDevelopmentPage ",0,54,3,6.78705
"org::eclipse::pde::internal::core::plugin::PluginExtensionPoint ",1,89,7,18.2025
"org::eclipse::pde::internal::ui::editor::feature::PortabilitySection ",0,238,2,8.67717
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSHyperlinkDetector ",0,50,1,3.15241
"org::eclipse::pde::internal::ui::templates::rcp::ViewRCPNewWizard ",0,7,2,1.56044
"org::eclipse::pde::internal::ui::tests::macro::KeyCommand ",0,39,0,6.01575
"org::eclipse::pde::internal::core::bundle::BundleObject ",0,36,3,17.2759
"org::eclipse::pde::internal::ui::refactoring::GeneralRenameIDWizardPage ",0,55,1,3.05459
"org::eclipse::pde::internal::core::text::toc::TocDocumentFactory ",0,56,2,4.41258
"org::eclipse::pde::internal::runtime::registry::ConfigurationElementAdapter ",0,21,0,0
"org::eclipse::pde::ui::launcher::OSGiLaunchShortcut ",1,13,1,4.31805
"org::eclipse::pde::internal::ui::editor::context::UTF8InputContext ",0,6,0,6.41569
"org::eclipse::pde::internal::core::PDECore ",4,168,27,34.7864
"org::eclipse::pde::internal::ui::wizards::tools::ConvertedProjectsPage ",0,62,15,23.3982
"org::eclipse::pde::internal::ui::refactoring::ManifestPackageRenameParticipant ",0,58,1,7.67247
"org::eclipse::pde::internal::ui::correction::AbstractXMLMarkerResolution ",0,65,7,9.95194
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSTaskGroupDetails ",0,196,15,13.1365
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSGroupValidator ",0,50,1,1.76682
"org::eclipse::pde::core::plugin::PluginRegistry ",0,18,1,2.67051
"org::eclipse::pde::internal::core::site::SiteCategory ",0,41,1,10.1983
"org::eclipse::pde::internal::ui::editor::text::ManifestElementHyperlink ",0,15,1,4.50348
"org::eclipse::pde::internal::core::builders::ErrorReporter ",0,66,3,6.02143
"org::eclipse::pde::internal::core::builders::DependencyLoopFinder ",0,92,2,7.61847
"org::eclipse::pde::internal::ui::templates::ide::EditorNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::core::plugin::AbbreviatedPluginHandler ",0,17,1,1.77712
